"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,1.96040923328861,0,0,0,1.23019144073759,12.0733915059727,7.05726461283623
"2",2,1.64982496057066,0,0,0,1.47006898254287,12.0733915059727,7.05726461283623
"3",3,1.9435705287357,0,0,0,1.03553669561315,12.0733915059727,7.05726461283623
"4",4,0.444797767031692,0,0,0,0.593780933031888,12.0733915059727,7.05726461283623
"5",6,0.0569290488674514,0,0,0,0.29965200521946,12.0733915059727,7.05726461283623
"6",7,0.715282958719186,0,0,0,0.25851236050147,12.0733915059727,7.05726461283623
"7",9,2.4811914486792,0,0,0,2.56629589303507,12.0733915059727,7.05726461283623
"8",10,3.15968851076086,0,0,0,1.09967502172216,12.0733915059727,7.05726461283623
"9",11,6.98063702740448,0,0,0,1.86084667277913,12.0733915059727,7.05726461283623
"10",12,1.32142631521827,0,0,0,1.45551005062492,12.0733915059727,7.05726461283623
"11",13,9.75378480821673,0,0,0,8.84452414512305,12.0733915059727,7.05726461283623
"12",14,1.38336592333256,0,0,0,1.39468627728676,12.0733915059727,7.05726461283623
"13",15,0.0884814730400553,0,0,0,0.0878005743676168,12.0733915059727,7.05726461283623
"14",16,0.500220652706194,0,0,0,0.593802023468145,12.0733915059727,7.05726461283623
"15",17,6.25160397591562,0,0,0,2.51055058572977,12.0733915059727,7.05726461283623
"16",18,0.804338970983126,0,0,0,0.804338974273874,12.0733915059727,7.05726461283623
"17",19,4.52681115056587,0,0,0,3.62694016241611,12.0733915059727,7.05726461283623
"18",20,1.2022466823704,0,0,0,1.33510234246763,12.0733915059727,7.05726461283623
"19",21,6.26117215115328,0,0,0,3.27502868691519,12.0733915059727,7.05726461283623
"20",23,0.0254706409328999,0,0,0,0.14934207355071,12.0733915059727,7.05726461283623
"21",24,14.3955170355474,0,0,0,11.4743181917705,12.0733915059727,7.05726461283623
"22",25,11.6750443144467,0,0,0,10.961913733183,12.0733915059727,7.05726461283623
"23",26,3.76424666032966,0,0,0,1.49235738924284,12.0733915059727,7.05726461283623
"24",27,2.02369913036262,0,0,0,1.50154716829157,12.0733915059727,7.05726461283623
"25",28,0.701202679519017,0,0,0,0.807726666790246,12.0733915059727,7.05726461283623
"26",29,6.90592276853562,0,0,0,3.98880659084844,12.0733915059727,7.05726461283623
"27",30,6.73666708806895,0,0,0,1.81402019803662,12.0733915059727,7.05726461283623
"28",31,2.10307841243453,0,0,0,2.14494598542318,12.0733915059727,7.05726461283623
"29",32,7.37765004644327,0,0,0,6.03188901702947,12.0733915059727,7.05726461283623
"30",33,7.79142078354021,0,0,0,8.64332342181044,12.0733915059727,7.05726461283623
"31",34,0.956826656462299,0,0,0,0.956826660303408,12.0733915059727,7.05726461283623
"32",35,26.9535816771119,0,0,0,20.1254292299931,12.0733915059727,7.05726461283623
"33",36,24.7563570997757,0,0,0,19.1855341247714,12.0733915059727,7.05726461283623
"34",37,1.19980259720921,0,0,0,1.64525872802958,12.0733915059727,7.05726461283623
"35",38,12.4946337973773,0,0,0,8.97435886054071,12.0733915059727,7.05726461283623
"36",39,0.549638407849176,0,0,0,0.843704069803297,12.0733915059727,7.05726461283623
"37",40,0.796809884340737,0,0,0,0.836503193942439,12.0733915059727,7.05726461283623
"38",42,7.70158002729553,0,0,0,3.36286498467358,12.0733915059727,7.05726461283623
"39",43,17.4256774742106,0,0,0,14.507368809675,12.0733915059727,7.05726461283623
"40",44,3.96072551667358,0,0,0,3.96072552885298,12.0733915059727,7.05726461283623
"41",45,1.87111503754626,0,0,0,0.724831141564474,12.0733915059727,7.05726461283623
"42",46,14.6644983445061,0,0,0,3.86468132302041,12.0733915059727,7.05726461283623
"43",47,8.15160306878016,0,0,0,4.86376210895744,12.0733915059727,7.05726461283623
"44",49,5.3777795448625,0,0,0,1.81147000697869,12.0733915059727,7.05726461283623
"45",50,4.75712086378666,0,0,0,2.43398780187893,12.0733915059727,7.05726461283623
"46",51,9.6226039644018,0,0,0,6.48921503001606,12.0733915059727,7.05726461283623
"47",52,1.1733604908448,0,0,0,1.19129359195226,12.0733915059727,7.05726461283623
"48",53,11.7575499504766,0,0,0,7.05726913741053,12.0733915059727,7.05726461283623
"49",54,6.03929408449852,0,0,0,2.44377205347275,12.0733915059727,7.05726461283623
"50",55,5.11073820970768,0,0,0,2.07493809840141,12.0733915059727,7.05726461283623
"51",56,6.09742255694712,0,0,0,3.72082451292477,12.0733915059727,7.05726461283623
"52",57,15.0111195696534,0,0,0,6.04244460606271,12.0733915059727,7.05726461283623
"53",58,8.36721329482357,0,0,0,6.70231848848621,12.0733915059727,7.05726461283623
"54",59,1.87750883347903,0,0,0,0.867816301403494,12.0733915059727,7.05726461283623
"55",60,10.0250130050473,0,0,0,8.80025324056263,12.0733915059727,7.05726461283623
"56",61,9.7691070969115,0,0,0,8.86769451942245,12.0733915059727,7.05726461283623
"57",62,0.0399399372543288,0,0,0,0.0399399411413324,12.0733915059727,7.05726461283623
"58",63,0.0301480276642264,0,0,0,0.183767327927333,12.0733915059727,7.05726461283623
"59",64,5.84330089502594,0,0,0,2.83012934562876,12.0733915059727,7.05726461283623
"60",66,3.78383622199938,0,0,0,3.47048914030795,12.0733915059727,7.05726461283623
"61",67,0.639977621815907,0,0,0,0.810494630504921,12.0733915059727,7.05726461283623
"62",68,7.69051461823177,0,0,0,2.70733002203002,12.0733915059727,7.05726461283623
"63",69,0.855014086062857,0,0,0,0.543871785834804,12.0733915059727,7.05726461283623
"64",70,1.8770498166768,0,0,0,2.2490113832601,12.0733915059727,7.05726461283623
"65",71,0.83830648012713,0,0,0,1.10120167273066,12.0733915059727,7.05726461283623
"66",72,2.26144750306697,0,0,0,1.71812021674908,12.0733915059727,7.05726461283623
"67",73,0.388185251182734,0,0,0,0.532820224783238,12.0733915059727,7.05726461283623
"68",74,4.03415154737914,0,0,0,3.55074700807656,12.0733915059727,7.05726461283623
"69",75,10.3414023653689,0,0,0,9.88849772905503,12.0733915059727,7.05726461283623
"70",76,4.70056017485279,0,0,0,2.0577351237991,12.0733915059727,7.05726461283623
"71",77,5.86523143762994,0,0,0,2.61282407915365,12.0733915059727,7.05726461283623
"72",78,8.68727578871468,0,0,0,8.66136382452406,12.0733915059727,7.05726461283623
"73",79,5.77583158439859,0,0,0,6.63777203959296,12.0733915059727,7.05726461283623
"74",80,0.532853675854362,0,0,0,0.371963905373859,12.0733915059727,7.05726461283623
"75",81,2.16909848918293,0,0,0,0.724813585693522,12.0733915059727,7.05726461283623
"76",82,2.20136326567,0,0,0,1.77029665280444,12.0733915059727,7.05726461283623
"77",83,1.2530057886899,0,0,0,1.34203580919261,12.0733915059727,7.05726461283623
"78",84,4.98153586021774,0,0,0,0.53608175379219,12.0733915059727,7.05726461283623
"79",85,13.8680374143167,0,0,0,9.3651099059686,12.0733915059727,7.05726461283623
"80",86,3.41713958610729,0,0,0,4.14252604074526,12.0733915059727,7.05726461283623
"81",87,8.42063982115697,0,0,0,7.42892434836345,12.0733915059727,7.05726461283623
"82",88,12.0733914659446,0,0,0,7.42182856744471,12.0733915059727,7.05726461283623
