date,workerid,amount
Thu Dec 20 09:18:20 PST 2018,A2RHE12CJSKCRE,0.5
Thu Dec 20 09:19:13 PST 2018,A3LMI7ZDFO8JHR,0.5
Thu Dec 20 09:19:20 PST 2018,A1EBVJWBNNPUFU,0.5
Thu Dec 20 09:19:23 PST 2018,A1BQCRF5Q76YFY,0.5
Thu Dec 20 09:20:34 PST 2018,A11S8IAAVDXCUS,0.5
Thu Dec 20 09:27:15 PST 2018,A1JMD1M91WRWGB,0.5
Thu Dec 20 09:37:50 PST 2018,A25FH7PXC446RG,0.5
Thu Dec 20 09:56:26 PST 2018,A247PDSKLZU86P,0.5
Thu Dec 20 10:23:38 PST 2018,A2B4GWF7MF7AOB,0.5
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
